embedding_feature,mse,r2,n_vars_used,used_vars
feature_41208,0.001000294617248329,0.01609422222107415,18,"['f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'mfcc2_sma3_stddevnorm', 'mfcc3_sma3_stddevnorm', 'logrelf0-h1-h2_sma3nz_stddevnorm', 'f1frequency_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'f3amplitudelogrelf0_sma3nz_amean', 'slopev0-500_sma3nz_stddevnorm', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm', 'hammarbergindexuv_sma3nz_amean', 'equivalentsoundlevel_dbp']"
feature_23074,0.001086372195124108,0.05760013456274249,27,"['f0semitonefrom27.5hz_sma3nz_percentile50.0', 'f0semitonefrom27.5hz_sma3nz_percentile80.0', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'loudness_sma3_meanrisingslope', 'mfcc2_sma3_amean', 'mfcc2_sma3_stddevnorm', 'mfcc4_sma3_stddevnorm', 'logrelf0-h1-h2_sma3nz_amean', 'logrelf0-h1-h2_sma3nz_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f1amplitudelogrelf0_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'alpharatiov_sma3nz_amean', 'slopev0-500_sma3nz_stddevnorm', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_amean', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'hammarbergindexuv_sma3nz_amean', 'equivalentsoundlevel_dbp']"
feature_28332,0.0011014769851265243,0.6134222387672403,19,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'mfcc1_sma3_amean', 'mfcc4_sma3_stddevnorm', 'logrelf0-h1-h2_sma3nz_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f2amplitudelogrelf0_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'equivalentsoundlevel_dbp']"
feature_50934,0.0011677023753749831,0.6196360649452097,16,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'logrelf0-h1-h2_sma3nz_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f2amplitudelogrelf0_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_amean', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'equivalentsoundlevel_dbp']"
feature_28413,0.0012507343499136782,0.2943534251046447,14,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'mfcc1_sma3_amean', 'mfcc2_sma3_amean', 'mfcc4_sma3_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f2amplitudelogrelf0_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'equivalentsoundlevel_dbp']"
feature_41885,0.0012697537087888197,0.18145974781985297,15,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'mfcc1_sma3_amean', 'mfcc4_sma3_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2amplitudelogrelf0_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm']"
feature_116707,0.0012801456881273367,0.0032667497445540983,4,"['f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm']"
feature_55460,0.001354826755437648,0.678138711664729,13,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'mfcc1_sma3_amean', 'mfcc2_sma3_amean', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2amplitudelogrelf0_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm']"
feature_90249,0.0013872574130110145,0.012548401243060892,7,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'mfcc4_sma3_stddevnorm', 'f1frequency_sma3nz_amean', 'f1amplitudelogrelf0_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean']"
feature_21924,0.001504782170128452,0.4549039748576831,17,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'logrelf0-h1-h2_sma3nz_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f2amplitudelogrelf0_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'equivalentsoundlevel_dbp']"
feature_529,0.0015357728016351718,0.0,1,['f3frequency_sma3nz_amean']
feature_140477,0.001584877575936663,0.06636326696175465,34,"['f0semitonefrom27.5hz_sma3nz_percentile80.0', 'f0semitonefrom27.5hz_sma3nz_pctlrange0-2', 'f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'loudness_sma3_meanrisingslope', 'mfcc1_sma3_amean', 'mfcc1_sma3_stddevnorm', 'mfcc2_sma3_stddevnorm', 'mfcc3_sma3_amean', 'mfcc3_sma3_stddevnorm', 'mfcc4_sma3_amean', 'mfcc4_sma3_stddevnorm', 'hnrdbacf_sma3nz_stddevnorm', 'logrelf0-h1-h2_sma3nz_amean', 'logrelf0-h1-a3_sma3nz_amean', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f1amplitudelogrelf0_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'f3amplitudelogrelf0_sma3nz_amean', 'hammarbergindexv_sma3nz_amean', 'slopev0-500_sma3nz_stddevnorm', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_amean', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'hammarbergindexuv_sma3nz_amean', 'equivalentsoundlevel_dbp']"
feature_38422,0.0016469035760391236,0.7639379865707328,10,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'mfcc1_sma3_amean', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f2amplitudelogrelf0_sma3nz_amean', 'f3frequency_sma3nz_amean', 'mfcc4v_sma3nz_stddevnorm', 'equivalentsoundlevel_dbp']"
feature_145530,0.0017683805147263143,0.062336357265589726,19,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'mfcc3_sma3_stddevnorm', 'logrelf0-h1-h2_sma3nz_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'hammarbergindexv_sma3nz_amean', 'slopev0-500_sma3nz_stddevnorm', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc1v_sma3nz_amean', 'mfcc2v_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'hammarbergindexuv_sma3nz_amean', 'equivalentsoundlevel_dbp']"
feature_100554,0.001794205402825716,0.07561226127247866,27,"['f0semitonefrom27.5hz_sma3nz_percentile80.0', 'f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'loudness_sma3_meanrisingslope', 'mfcc1_sma3_stddevnorm', 'mfcc2_sma3_amean', 'mfcc2_sma3_stddevnorm', 'mfcc4_sma3_amean', 'mfcc4_sma3_stddevnorm', 'logrelf0-h1-h2_sma3nz_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f1amplitudelogrelf0_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev0-500_sma3nz_stddevnorm', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc1v_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_amean', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_amean', 'mfcc4v_sma3nz_stddevnorm', 'equivalentsoundlevel_dbp']"
feature_41525,0.0018152199635756378,0.026814316831952456,26,"['f0semitonefrom27.5hz_sma3nz_percentile80.0', 'f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'mfcc1_sma3_amean', 'mfcc2_sma3_amean', 'mfcc3_sma3_stddevnorm', 'mfcc4_sma3_stddevnorm', 'logrelf0-h1-h2_sma3nz_amean', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'f3amplitudelogrelf0_sma3nz_amean', 'slopev0-500_sma3nz_stddevnorm', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_amean', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'hammarbergindexuv_sma3nz_amean', 'equivalentsoundlevel_dbp']"
feature_533,0.0018723869688254465,0.014839048348911033,10,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f1frequency_sma3nz_amean', 'f1amplitudelogrelf0_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm']"
feature_44044,0.00201966922605205,0.09830953977468615,17,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'mfcc1_sma3_amean', 'mfcc3_sma3_stddevnorm', 'mfcc4_sma3_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'equivalentsoundlevel_dbp']"
feature_42929,0.0020721491719623373,0.0,1,['f3frequency_sma3nz_amean']
feature_25912,0.0022862681585441333,0.09264369324434063,16,"['f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'mfcc1_sma3_stddevnorm', 'mfcc2_sma3_amean', 'mfcc4_sma3_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f1amplitudelogrelf0_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_amean', 'equivalentsoundlevel_dbp']"
feature_22686,0.0023016923431048767,0.4155025283495152,17,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'mfcc1_sma3_amean', 'logrelf0-h1-h2_sma3nz_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f2amplitudelogrelf0_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3amplitudelogrelf0_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'equivalentsoundlevel_dbp']"
feature_140314,0.002356507611852911,0.028049782178439453,12,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm']"
feature_100226,0.003800537526931842,0.0013787318069624632,2,"['f3frequency_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm']"
feature_20666,0.0038906145387384823,0.06200533083397608,20,"['f0semitonefrom27.5hz_sma3nz_percentile50.0', 'f0semitonefrom27.5hz_sma3nz_percentile80.0', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'loudness_sma3_meanrisingslope', 'mfcc2_sma3_amean', 'mfcc4_sma3_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f2amplitudelogrelf0_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'hammarbergindexuv_sma3nz_amean']"
feature_50448,0.004278595001499008,0.0014397014532033792,2,"['f2frequency_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm']"
feature_20678,0.0046846381500077645,0.07552044599285845,29,"['f0semitonefrom27.5hz_sma3nz_percentile20.0', 'f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'loudness_sma3_meanrisingslope', 'mfcc1_sma3_stddevnorm', 'mfcc2_sma3_amean', 'mfcc2_sma3_stddevnorm', 'mfcc4_sma3_amean', 'mfcc4_sma3_stddevnorm', 'logrelf0-h1-h2_sma3nz_amean', 'logrelf0-h1-h2_sma3nz_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f1amplitudelogrelf0_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'slopev0-500_sma3nz_stddevnorm', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc1v_sma3nz_amean', 'mfcc2v_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_amean', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_amean', 'hammarbergindexuv_sma3nz_amean', 'equivalentsoundlevel_dbp']"
feature_90397,0.00554823314401835,0.05393051674697136,34,"['f0semitonefrom27.5hz_sma3nz_percentile20.0', 'f0semitonefrom27.5hz_sma3nz_percentile50.0', 'f0semitonefrom27.5hz_sma3nz_pctlrange0-2', 'f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'loudness_sma3_meanrisingslope', 'loudness_sma3_stddevrisingslope', 'mfcc1_sma3_amean', 'mfcc2_sma3_amean', 'mfcc2_sma3_stddevnorm', 'mfcc3_sma3_amean', 'mfcc3_sma3_stddevnorm', 'mfcc4_sma3_amean', 'mfcc4_sma3_stddevnorm', 'logrelf0-h1-h2_sma3nz_amean', 'logrelf0-h1-h2_sma3nz_stddevnorm', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f2amplitudelogrelf0_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'alpharatiov_sma3nz_amean', 'hammarbergindexv_sma3nz_amean', 'slopev0-500_sma3nz_stddevnorm', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc2v_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_amean', 'mfcc4v_sma3nz_stddevnorm']"
feature_50452,0.0063896917599393505,0.00626283767923097,4,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm']"
feature_90702,0.00733098015934255,0.4870370373247509,14,"['f0semitonefrom27.5hz_sma3nz_percentile80.0', 'f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'f3amplitudelogrelf0_sma3nz_amean', 'mfcc2v_sma3nz_amean', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_stddevnorm', 'equivalentsoundlevel_dbp']"
feature_50460,0.011679368230049012,0.020882199036210136,7,"['f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f1bandwidth_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f3frequency_sma3nz_amean', 'slopev500-1500_sma3nz_stddevnorm']"
feature_110372,0.024678016788977495,0.10700063280765659,33,"['f0semitonefrom27.5hz_sma3nz_percentile20.0', 'f0semitonefrom27.5hz_sma3nz_percentile80.0', 'f0semitonefrom27.5hz_sma3nz_meanrisingslope', 'f0semitonefrom27.5hz_sma3nz_stddevrisingslope', 'f0semitonefrom27.5hz_sma3nz_meanfallingslope', 'f0semitonefrom27.5hz_sma3nz_stddevfallingslope', 'loudness_sma3_meanrisingslope', 'loudness_sma3_meanfallingslope', 'mfcc1_sma3_amean', 'mfcc1_sma3_stddevnorm', 'mfcc2_sma3_amean', 'mfcc2_sma3_stddevnorm', 'mfcc3_sma3_stddevnorm', 'mfcc4_sma3_stddevnorm', 'logrelf0-h1-h2_sma3nz_stddevnorm', 'logrelf0-h1-a3_sma3nz_amean', 'f1frequency_sma3nz_amean', 'f1bandwidth_sma3nz_amean', 'f2frequency_sma3nz_amean', 'f2bandwidth_sma3nz_amean', 'f2amplitudelogrelf0_sma3nz_amean', 'f3frequency_sma3nz_amean', 'f3bandwidth_sma3nz_amean', 'hammarbergindexv_sma3nz_amean', 'slopev0-500_sma3nz_stddevnorm', 'slopev500-1500_sma3nz_stddevnorm', 'mfcc1v_sma3nz_amean', 'mfcc2v_sma3nz_stddevnorm', 'mfcc3v_sma3nz_amean', 'mfcc3v_sma3nz_stddevnorm', 'mfcc4v_sma3nz_amean', 'mfcc4v_sma3nz_stddevnorm', 'equivalentsoundlevel_dbp']"
